b_storage1,b_storage2,b_storage3,b_storage4,b_storage5,b_storage6,b_storage7,b_storage8,b_storage9,b_storage10,b_storage11,b_storage12,b_storage13,b_storage14,b_storage15,b_storage16,b_storage17,b_storage18,b_storage19,b_storage20
-2.6505599,-3.6329489,-4.6045189,-5.5873461,-6.5782585,-7.5094886,-8.5021353,-9.4248848,-10.460537,-11.343503,-12.282451,-13.375356,-14.377133,-15.249214,-16.250605,-17.25182,-18.289597,-19.139549,-20.072184,-21.058199
.12286036,-.87221038,-1.8572086,-2.8752604,-3.9202287,-4.9006515,-5.9035649,-6.882627,-7.9182711,-8.8905325,-9.7950878,-10.794461,-11.816096,-12.94754,-13.831942,-14.856127,-15.853259,-16.853987,-17.865791,-19.046949
2.6388288,1.6078974,.59980792,-.40628707,-1.4581983,-2.4463911,-3.5521049,-4.5067301,-5.4745278,-6.6241302,-7.6352477,-8.6020088,-9.6562481,-10.658196,-11.758028,-12.769115,-13.816776,-14.773808,-15.748872,-16.702248
-.33630657,-1.3130989,-2.3992314,-3.2771213,-4.316309,-5.3228803,-6.2753973,-7.3110271,-8.3106956,-9.2734566,-10.301149,-11.211147,-12.246137,-13.273129,-14.2573,-15.247494,-16.206284,-17.259291,-18.205873,-19.257498
-1.5843519,-2.5595229,-3.5373869,-4.4803843,-5.532197,-6.4726648,-7.4331207,-8.3690329,-9.4729357,-10.438322,-11.322156,-12.414827,-13.422069,-14.529947,-15.286628,-16.381376,-17.20776,-18.098078,-19.144751,-20.260618
4.0647078,3.0448778,1.9681807,.91265154,-.055428814,-1.1142656,-2.1389949,-3.2079315,-4.2916336,-5.28862,-6.2288566,-7.4051685,-8.3957443,-9.3908091,-10.528955,-11.477144,-12.447792,-13.618699,-14.698608,-15.64185
-2.287626,-3.2513549,-4.1946011,-5.2483993,-6.1731205,-7.1619473,-8.1658983,-9.0450745,-10.014234,-11.072566,-11.991386,-13.030728,-14.103921,-14.962082,-15.968113,-16.82202,-17.767878,-18.799362,-19.954218,-20.871765
-2.2859378,-3.2093492,-4.2128377,-5.2007432,-6.2403498,-7.1087356,-8.1506414,-9.1612835,-10.105603,-11.000343,-12.02981,-13.04381,-13.959204,-14.899067,-15.84743,-16.903666,-17.889957,-18.783312,-19.871763,-20.794874
-2.790648,-3.76911,-4.7425642,-5.6811609,-6.6798835,-7.6518331,-8.7174692,-9.5307674,-10.533605,-11.423339,-12.478715,-13.440616,-14.507368,-15.46081,-16.355923,-17.272116,-18.285328,-19.180519,-20.313475,-21.360558
.66015708,-.3295927,-1.3422887,-2.2891905,-3.3767619,-4.3717399,-5.3858061,-6.3970442,-7.3528309,-8.4332561,-9.4863749,-10.429382,-11.354207,-12.462177,-13.393897,-14.54723,-15.529516,-16.431984,-17.486919,-18.414356
-.47007146,-1.4591546,-2.4063544,-3.4607913,-4.4876213,-5.5058708,-6.4043303,-7.5084877,-8.5030022,-9.4615278,-10.435508,-11.370312,-12.3714,-13.357774,-14.449314,-15.279806,-16.387114,-17.300491,-18.377098,-19.315744
-.3428531,-1.3264725,-2.3565357,-3.30633,-4.3274388,-5.3068671,-6.3022857,-7.311039,-8.3222065,-9.1935234,-10.351107,-11.326962,-12.29341,-13.143203,-14.327887,-15.166059,-16.348471,-17.280767,-18.217768,-19.288294
.72618175,-.2699509,-1.2527851,-2.2755673,-3.3669896,-4.3553247,-5.2929301,-6.3145146,-7.3597412,-8.3310986,-9.2959833,-10.433644,-11.304495,-12.423665,-13.428911,-14.281482,-15.20607,-16.295076,-17.354746,-18.465591
-.57336152,-1.5270137,-2.5668705,-3.4754863,-4.5280542,-5.6119704,-6.517663,-7.5345354,-8.5522671,-9.4450216,-10.468674,-11.518007,-12.540869,-13.428406,-14.485317,-15.5116,-16.51202,-17.524818,-18.507256,-19.550737
3.5075109,2.498925,1.4438068,.4323689,-.55358338,-1.7108579,-2.7131231,-3.7041073,-4.7365332,-5.7652078,-6.9162393,-7.8504968,-9.0483904,-9.8765945,-10.982826,-12.119802,-12.996105,-14.064014,-15.097649,-16.044586
-.31671119,-1.3333583,-2.2952321,-3.3581929,-4.2793837,-5.3460145,-6.3012247,-7.3802986,-8.2784481,-9.3168392,-10.361584,-11.244964,-12.280217,-13.272359,-14.218539,-15.158698,-16.198421,-17.247524,-18.215572,-19.295513
-.54433233,-1.5279027,-2.5686624,-3.5164354,-4.5355258,-5.4542108,-6.478322,-7.4538355,-8.5588999,-9.4556465,-10.488595,-11.478089,-12.419256,-13.506558,-14.566302,-15.405526,-16.520468,-17.35183,-18.339354,-19.268536
1.7934734,.77229172,-.18785429,-1.249272,-2.3025525,-3.3163826,-4.3528051,-5.2606773,-6.3021221,-7.5020266,-8.4062948,-9.342721,-10.415617,-11.514998,-12.483899,-13.498645,-14.417605,-15.577182,-16.409286,-17.539553
3.3647757,2.3219867,1.3034782,.25746194,-.75858301,-1.7561103,-2.8481798,-3.886611,-4.8144288,-5.9650645,-6.9751024,-7.9519744,-9.0394449,-9.9733906,-10.90618,-11.990386,-13.138958,-14.183696,-15.296931,-16.233381
.31449455,-.69122756,-1.6940372,-2.6761866,-3.7314756,-4.6841936,-5.672574,-6.7320018,-7.707911,-8.7488327,-9.7175436,-10.717654,-11.717441,-12.636123,-13.716725,-14.673119,-15.751094,-16.69849,-17.761087,-18.553146
-2.8354309,-3.7740173,-4.8030934,-5.7927136,-6.7524328,-7.6545415,-8.7083836,-9.5924301,-10.533104,-11.54543,-12.467253,-13.547058,-14.495167,-15.48185,-16.313488,-17.364229,-18.360603,-19.293236,-20.429665,-21.31502
-1.8143691,-2.7856617,-3.7138507,-4.7164435,-5.7454081,-6.7215562,-7.6507392,-8.6392965,-9.7014074,-10.684171,-11.675583,-12.744873,-13.568508,-14.469359,-15.610824,-16.556999,-17.554296,-18.540562,-19.505638,-20.493769
-1.0377724,-1.9827058,-3.0071006,-4.0416579,-4.9837809,-5.8861046,-7.0144382,-7.9622121,-8.9349623,-9.9246368,-10.798722,-11.885038,-12.933998,-13.870199,-14.911595,-15.839364,-16.811768,-17.877163,-18.831617,-19.866909
-5.2739196,-6.2310424,-7.1656413,-8.2031116,-9.0377893,-10.017531,-11.003764,-11.807013,-12.723042,-13.74395,-14.712209,-15.711316,-16.531975,-17.555208,-18.532557,-19.432676,-20.418922,-21.253387,-22.343996,-23.268858
1.3643106,.36760771,-.66308761,-1.6269692,-2.6956167,-3.7065041,-4.7709274,-5.7427802,-6.7878942,-7.6794038,-8.7518806,-9.8388996,-10.798655,-11.792647,-12.660916,-13.781726,-14.90876,-15.83837,-16.789003,-17.839424
-2.6482832,-3.623477,-4.6245975,-5.5426035,-6.532722,-7.4962826,-8.5098572,-9.4973574,-10.468783,-11.298284,-12.288754,-13.330164,-14.327624,-15.202241,-16.222893,-17.241556,-18.057446,-19.077852,-20.204161,-21.10313
-.20178623,-1.2052945,-2.206708,-3.1606381,-4.2337279,-5.1674528,-6.2581348,-7.0731826,-8.1127996,-9.1779051,-10.240985,-11.183634,-12.053581,-13.160863,-14.086965,-15.207518,-16.147739,-17.182133,-18.070324,-19.132195
.91354603,-.12579098,-1.1009578,-2.1063657,-3.1045537,-4.0644608,-5.0519762,-6.1199059,-7.0936136,-8.0987215,-9.2760611,-10.124887,-11.219661,-12.139506,-13.130486,-14.234244,-15.122931,-16.106209,-17.045029,-18.296999
