se_storage1,se_storage2,se_storage3,se_storage4,se_storage5,se_storage6,se_storage7,se_storage8,se_storage9,se_storage10,se_storage11,se_storage12,se_storage13,se_storage14,se_storage15,se_storage16,se_storage17,se_storage18,se_storage19,se_storage20
.81096613,.80313838,.80015266,.78186566,.78367037,.79543543,.76237082,.73756635,.7687968,.76776028,.76408947,.72711951,.73533857,.69065017,.72886485,.72312492,.71066892,.71571296,.68568748,.62733692
2.5859289,2.5547271,2.5379434,2.5073676,2.4815938,2.4675012,2.4313545,2.4147434,2.3870106,2.3649468,2.3338509,2.3114519,2.2930849,2.2719536,2.2427723,2.1972532,2.2002919,2.1785371,2.1548088,2.134522
1.0967466,1.0856048,1.1325338,1.0580419,1.0142608,1.0152467,1.0177363,.98365295,1.0406214,.94515258,.93501782,.92563492,.90409809,.92173338,.87720573,.8757621,.90850168,.83308542,.81018436,.79020339
.75100577,.74920231,.73926955,.71932918,.72674257,.71119273,.71313989,.73345071,.675973,.7033425,.68957144,.63421106,.65993339,.65109783,.63450247,.63152814,.61290056,.59933656,.61079514,.59083581
1.4705693,1.4494305,1.4416841,1.4055188,1.3973331,1.3833334,1.3279003,1.3231041,1.3192216,1.3184633,1.2995286,1.2762319,1.2519114,1.2815195,1.199972,1.1983327,1.1828558,1.1101354,1.0998696,1.1093462
1.0739275,1.0644473,1.0601575,1.0394303,1.0302039,1.0494936,1.0161257,1.0185939,1.0070502,1.0252113,.98260486,.97871536,.982086,.96200627,.93852317,.93926156,.91832477,.88776618,.9118759,.92116624
1.546468,1.5298753,1.5162587,1.4981277,1.4890821,1.4749084,1.44777,1.4390749,1.4200196,1.3873792,1.3960314,1.3795155,1.3516804,1.3367784,1.3298768,1.3274015,1.3021307,1.271229,1.2468081,1.2448646
1.4050064,1.3873025,1.3609765,1.3519322,1.3320986,1.3202342,1.2890139,1.2701554,1.2632765,1.2562557,1.2306873,1.2398645,1.2011657,1.1922011,1.1904585,1.1801326,1.18723,1.1080986,1.1165091,1.1387626
.90674722,.89465553,.89078277,.88336539,.86117119,.84515566,.84752464,.84363782,.82236397,.81872892,.8316977,.80421817,.78675419,.76836193,.78291255,.78914571,.76418573,.75545949,.73337448,.72057289
1.4796535,1.4635061,1.445716,1.4475901,1.4341627,1.4378784,1.4031433,1.3583395,1.3496952,1.335149,1.3516246,1.3598604,1.3410184,1.2814956,1.3011461,1.2362809,1.2641618,1.2133055,1.2358212,1.2461081
7.6155987,7.5389051,7.461935,7.3825903,7.3042984,7.2331886,7.1480193,7.0777383,7.006031,6.9165797,6.8388443,6.7760892,6.6947026,6.6165113,6.5508127,6.4543719,6.3752556,6.3129478,6.2411995,6.161242
